location,cuisines,approx_cost(for two people)
Sahakara Nagar,"Fast Food, North Indian",500.0
Sahakara Nagar,"Fast Food, Rolls",150.0
Sahakara Nagar,"Fast Food, Rolls, Kebab",200.0
Sahakara Nagar,"Fast Food, Street Food",500.0
Sahakara Nagar,"Ice Cream, Desserts",500.0
Sahakara Nagar,Italian,300.0
Sahakara Nagar,Mexican,300.0
Sahakara Nagar,"Mexican, Fast Food",450.0
Sahakara Nagar,"Mexican, Italian",600.0
Sahakara Nagar,"Mithai, Street Food",216.66666666666666
Sahakara Nagar,"North Indian, Biryani, Fast Food",500.0
Sahakara Nagar,"North Indian, Chinese",575.0
Sahakara Nagar,"North Indian, Chinese, Biryani",600.0
Sahakara Nagar,"North Indian, Continental, Chinese, Seafood",1250.0
Sahakara Nagar,"North Indian, Fast Food",300.0
Sahakara Nagar,"North Indian, South Indian",350.0
Sahakara Nagar,Pizza,800.0
Sahakara Nagar,Rolls,150.0
Sahakara Nagar,"Seafood, Chinese, South Indian",400.0
Sahakara Nagar,South Indian,350.0
Sahakara Nagar,"South Indian, Biryani",300.0
Sahakara Nagar,"South Indian, Fast Food",350.0
Sahakara Nagar,"South Indian, North Indian, Chinese",400.0
Sahakara Nagar,"South Indian, Seafood",600.0
Sahakara Nagar,"Street Food, Chinese",300.0
Sahakara Nagar,"Tea, Beverages",200.0
Sanjay Nagar,"Arabian, Biryani, North Indian",400.0
Sanjay Nagar,Bakery,300.0
Sanjay Nagar,"Bakery, Desserts",500.0
Sanjay Nagar,"Bengali, Fast Food",200.0
Sanjay Nagar,Beverages,150.0
Sanjay Nagar,Biryani,250.0
Sanjay Nagar,Cafe,600.0
Sanjay Nagar,Chinese,600.0
Sanjay Nagar,"Chinese, Bengali",300.0
Sanjay Nagar,"Chinese, North Indian",316.6666666666667
Sanjay Nagar,"Chinese, Thai, Momos",300.0
Sanjay Nagar,Continental,500.0
Sanjay Nagar,"Continental, Desserts, Italian, Japanese, Mexican",600.0
Sanjay Nagar,"Continental, Desserts, Italian, Japanese, Mexican, North Indian, South Indian",600.0
Sanjay Nagar,Fast Food,250.0
Sanjay Nagar,"Fast Food, Juices",200.0
Sanjay Nagar,"Fast Food, Pizza",400.0
Sanjay Nagar,"Ice Cream, Desserts",250.0
Sanjay Nagar,"Italian, North Indian, Biryani",500.0
Sanjay Nagar,Maharashtrian,300.0
Sanjay Nagar,"Mexican, Italian",600.0
Sanjay Nagar,"Mithai, Street Food",350.0
Sanjay Nagar,North Indian,421.42857142857144
Sanjay Nagar,"North Indian, Biryani, Fast Food",500.0
Sanjay Nagar,"North Indian, Chinese",458.3333333333333
Sanjay Nagar,"North Indian, Chinese, Seafood",500.0
Sanjay Nagar,"North Indian, Fast Food",375.0
Sanjay Nagar,"North Indian, Mughlai, Chinese",500.0
Sanjay Nagar,"North Indian, Street Food",250.0
Sanjay Nagar,"Seafood, North Indian, Chinese",600.0
Sanjay Nagar,South Indian,157.14285714285714
Sanjay Nagar,"South Indian, North Indian, Fast Food, Chinese",400.0
Sanjay Nagar,"Tea, Beverages",200.0
Sankey Road,"Continental, Chinese, North Indian",2000.0
Sankey Road,"Desserts, Ice Cream, Beverages",1250.0
Sankey Road,European,2500.0
Sankey Road,Finger Food,2250.0
Sankey Road,North Indian,1733.3333333333333
Sankey Road,"North Indian, Continental, Asian",2400.0
Sankey Road,"North Indian, Continental, Japanese, Chinese, South Indian",4100.0
Sankey Road,"North Indian, Mughlai",3000.0
Sankey Road,"North Indian, Mughlai, Kebab",500.0
Sankey Road,South Indian,4000.0
Sarjapur Road,American,500.0
Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",1200.0
Sarjapur Road,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",600.0
Sarjapur Road,"American, North Indian, Chinese, Finger Food",1500.0
Sarjapur Road,Andhra,250.0
Sarjapur Road,"Andhra, Biryani",600.0
Sarjapur Road,"Andhra, Biryani, South Indian, Chinese",500.0
Sarjapur Road,"Andhra, Chinese, South Indian, North Indian",600.0
Sarjapur Road,"Andhra, Hyderabadi, Biryani, Chinese, North Indian",900.0
Sarjapur Road,"Andhra, North Indian",800.0
Sarjapur Road,"Andhra, North Indian, Biryani",350.0
Sarjapur Road,"Andhra, North Indian, Chinese",400.0
Sarjapur Road,"Andhra, South Indian",400.0
Sarjapur Road,Arabian,300.0
Sarjapur Road,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0
Sarjapur Road,"Arabian, Lebanese, Chinese, Rolls",500.0
Sarjapur Road,"Arabian, Lebanese, Chinese, Rolls, North Indian",500.0
Sarjapur Road,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800.0
Sarjapur Road,"Asian, Chinese, Continental, North Indian, South Indian",1300.0
Sarjapur Road,Bakery,373.6842105263158
Sarjapur Road,"Bakery, Desserts",470.5882352941176
Sarjapur Road,"Bakery, Desserts, Healthy Food",750.0
Sarjapur Road,"Bakery, Fast Food",400.0
Sarjapur Road,"Bakery, Fast Food, Desserts",400.0
Sarjapur Road,"Bakery, Salad",600.0
Sarjapur Road,Bengali,250.0
Sarjapur Road,"Bengali, Chinese, Fast Food, Kebab, North Indian, Oriya, Rolls, Tea",200.0
Sarjapur Road,Beverages,200.0
Sarjapur Road,"Beverages, Desserts",400.0
Sarjapur Road,"Beverages, Desserts, Ice Cream",400.0
Sarjapur Road,"Beverages, Fast Food",400.0
Sarjapur Road,"Beverages, Fast Food, Tea",150.0
Sarjapur Road,"Beverages, Ice Cream",200.0
Sarjapur Road,"Beverages, Ice Cream, Fast Food",300.0
Sarjapur Road,"Beverages, Juices, Ice Cream, Sandwich",200.0
Sarjapur Road,"Beverages, Street Food, North Indian",300.0
Sarjapur Road,Biryani,337.5
Sarjapur Road,"Biryani, Andhra, North Indian",500.0
Sarjapur Road,"Biryani, Andhra, North Indian, Chinese",550.0
Sarjapur Road,"Biryani, Chettinad, South Indian, Chinese",600.0
Sarjapur Road,"Biryani, Chinese, North Indian",350.0
Sarjapur Road,"Biryani, Fast Food, Rolls",400.0
Sarjapur Road,"Biryani, Kebab, Kerala",400.0
Sarjapur Road,"Biryani, Kebab, Rolls, Mughlai",650.0
Sarjapur Road,"Biryani, North Indian",500.0
Sarjapur Road,"Biryani, North Indian, Chinese",500.0
Sarjapur Road,"Biryani, North Indian, Chinese, Fast Food",400.0
Sarjapur Road,"Biryani, North Indian, Chinese, Kerala",400.0
Sarjapur Road,"Biryani, Rolls",300.0
Sarjapur Road,"Biryani, South Indian",500.0
Sarjapur Road,Burger,300.0
Sarjapur Road,"Burger, American, Beverages, Cafe",650.0
Sarjapur Road,"Burger, Fast Food",454.1666666666667
Sarjapur Road,"Burger, Sandwich, Beverages, Juices",150.0
Sarjapur Road,Cafe,500.0
Sarjapur Road,"Cafe, Chinese",500.0
Sarjapur Road,"Cafe, Continental, Italian, Salad",800.0
Sarjapur Road,"Cafe, Continental, Pizza, Burger, Beverages",600.0
Sarjapur Road,"Cafe, Desserts, Ice Cream",600.0
Sarjapur Road,"Cafe, Fast Food",685.7142857142857
Sarjapur Road,"Cafe, Fast Food, Sandwich, Pizza",700.0
Sarjapur Road,"Cafe, Italian, Continental, Burger",600.0
Sarjapur Road,"Cafe, Italian, Pizza",800.0
Sarjapur Road,"Cafe, Rolls, Fast Food",200.0
Sarjapur Road,"Cafe, Tea",
Sarjapur Road,Chinese,600.0
Sarjapur Road,"Chinese, Biryani, North Indian, Beverages",300.0
Sarjapur Road,"Chinese, Charcoal Chicken, North Indian",400.0
Sarjapur Road,"Chinese, Fast Food, Biryani",300.0
Sarjapur Road,"Chinese, Momos",600.0
Sarjapur Road,"Chinese, Nepalese, Tibetan",500.0
Sarjapur Road,"Chinese, North Indian",540.0
Sarjapur Road,"Chinese, North Indian, Mughlai",300.0
Sarjapur Road,"Chinese, South Indian",200.0
Sarjapur Road,"Chinese, Thai",850.0
Sarjapur Road,"Chinese, Thai, Vietnamese",800.0
Sarjapur Road,"Chinese, Tibetan, Momos",250.0
Sarjapur Road,Continental,500.0
Sarjapur Road,"Continental, American, Mediterranean, Healthy Food",600.0
Sarjapur Road,"Continental, Chinese, North Indian",1400.0
Sarjapur Road,"Continental, Finger Food, Pizza",1500.0
Sarjapur Road,"Continental, Italian, North Indian",1400.0
Sarjapur Road,"Continental, Italian, North Indian, Mexican",1900.0
Sarjapur Road,"Continental, North Indian, Chinese, Pizza",1000.0
Sarjapur Road,"Continental, North Indian, Desserts, Beverages",600.0
Sarjapur Road,"Continental, North Indian, Italian, South Indian, Finger Food",1600.0
Sarjapur Road,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",2000.0
Sarjapur Road,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900.0
Sarjapur Road,Desserts,272.22222222222223
Sarjapur Road,"Desserts, Bakery",350.0
Sarjapur Road,"Desserts, Beverages",333.3333333333333
Sarjapur Road,"Desserts, Cafe, Beverages, Burger, Fast Food",300.0
Sarjapur Road,"Desserts, Ice Cream",270.0
Sarjapur Road,"Desserts, Ice Cream, Beverages, Sandwich",400.0
Sarjapur Road,"European, Mediterranean, Asian, North Indian, South Indian, Momos",1300.0
Sarjapur Road,"European, Mediterranean, North Indian, BBQ",1600.0
Sarjapur Road,Fast Food,309.09090909090907
Sarjapur Road,"Fast Food, Beverages",333.3333333333333
Sarjapur Road,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150.0
Sarjapur Road,"Fast Food, Burger",500.0
Sarjapur Road,"Fast Food, Chinese, North Indian, Biryani",400.0
Sarjapur Road,"Fast Food, Italian, Continental",600.0
Sarjapur Road,"Fast Food, North Indian",400.0
Sarjapur Road,"Fast Food, Rolls, Momos",300.0
Sarjapur Road,"Fast Food, Street Food",175.0
Sarjapur Road,"Finger Food, Continental, Seafood",1500.0
Sarjapur Road,"Goan, Asian, North Indian, European, Continental",1600.0
Sarjapur Road,"Healthy Food, Beverages",600.0
Sarjapur Road,"Healthy Food, Sandwich, Salad",500.0
Sarjapur Road,"Hyderabadi, Biryani, Andhra",500.0
Sarjapur Road,Ice Cream,178.57142857142858
Sarjapur Road,"Ice Cream, Beverages",200.0
Sarjapur Road,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0
Sarjapur Road,"Ice Cream, Desserts",350.0
Sarjapur Road,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0
Sarjapur Road,"Italian, North Indian, Biryani",500.0
Sarjapur Road,"Italian, Pizza",1500.0
Sarjapur Road,Juices,166.66666666666666
Sarjapur Road,Kerala,490.0
Sarjapur Road,"Kerala, Chinese, North Indian",300.0
Sarjapur Road,"Kerala, Coffee",150.0
Sarjapur Road,"Kerala, North Indian, Italian, Thai",600.0
Sarjapur Road,"Kerala, Seafood, South Indian, Biryani",400.0
Sarjapur Road,"Kerala, South Indian",350.0
Sarjapur Road,"Konkan, Mangalorean, Seafood",1400.0
Sarjapur Road,"Maharashtrian, Seafood",700.0
Sarjapur Road,Mangalorean,400.0
Sarjapur Road,"Mangalorean, North Indian, Chinese",400.0
Sarjapur Road,"Mexican, Fast Food",400.0
Sarjapur Road,"Mexican, Italian",600.0
Sarjapur Road,Mithai,150.0
Sarjapur Road,"Mithai, Fast Food",400.0
Sarjapur Road,"Mithai, Street Food",360.0
Sarjapur Road,Mughlai,600.0
Sarjapur Road,"Mughlai, North Indian, Chinese",700.0
Sarjapur Road,North Indian,429.6875
Sarjapur Road,"North Indian, Biryani",392.85714285714283
Sarjapur Road,"North Indian, Biryani, Chinese",500.0
Sarjapur Road,"North Indian, Biryani, Desserts",300.0
Sarjapur Road,"North Indian, Biryani, Fast Food",500.0
Sarjapur Road,"North Indian, Biryani, Ice Cream, Desserts",500.0
Sarjapur Road,"North Indian, Biryani, Mughlai, Kebab",800.0
Sarjapur Road,"North Indian, Chinese",511.4583333333333
Sarjapur Road,"North Indian, Chinese, Andhra",600.0
Sarjapur Road,"North Indian, Chinese, BBQ",600.0
Sarjapur Road,"North Indian, Chinese, Bengali",400.0
Sarjapur Road,"North Indian, Chinese, Beverages",400.0
Sarjapur Road,"North Indian, Chinese, Biryani",471.42857142857144
Sarjapur Road,"North Indian, Chinese, Fast Food",300.0
Sarjapur Road,"North Indian, Chinese, Italian",300.0
Sarjapur Road,"North Indian, Chinese, Kebab, Beverages",550.0
Sarjapur Road,"North Indian, Chinese, Momos",450.0
Sarjapur Road,"North Indian, Chinese, Rolls",328.57142857142856
Sarjapur Road,"North Indian, Chinese, South Indian",400.0
Sarjapur Road,"North Indian, Continental",400.0
Sarjapur Road,"North Indian, Continental, Italian",1400.0
Sarjapur Road,"North Indian, Continental, Street Food",500.0
Sarjapur Road,"North Indian, Fast Food",334.61538461538464
Sarjapur Road,"North Indian, Fast Food, Street Food",800.0
Sarjapur Road,"North Indian, Healthy Food, Beverages",400.0
Sarjapur Road,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",600.0
Sarjapur Road,"North Indian, Kashmiri",400.0
Sarjapur Road,"North Indian, Kebab, Biryani, Rolls",700.0
Sarjapur Road,"North Indian, Kebab, Chinese, Fast Food",400.0
Sarjapur Road,"North Indian, Kebab, Fast Food",500.0
Sarjapur Road,"North Indian, Kerala",400.0
Sarjapur Road,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",1100.0
Sarjapur Road,"North Indian, Mughlai",600.0
Sarjapur Road,"North Indian, Mughlai, Biryani, Rolls",600.0
Sarjapur Road,"North Indian, Mughlai, Chinese",750.0
Sarjapur Road,"North Indian, Pizza",150.0
Sarjapur Road,"North Indian, South Indian",800.0
Sarjapur Road,"North Indian, South Indian, Arabian",600.0
Sarjapur Road,"North Indian, South Indian, Biryani",600.0
Sarjapur Road,"North Indian, South Indian, Chinese",562.5
Sarjapur Road,"North Indian, South Indian, Chinese, Hyderabadi",700.0
Sarjapur Road,"North Indian, South Indian, Fast Food, Momos",300.0
Sarjapur Road,"North Indian, South Indian, Kerala, Seafood",450.0
Sarjapur Road,"North Indian, South Indian, Seafood",500.0
Sarjapur Road,"North Indian, Street Food",700.0
Sarjapur Road,"North Indian, Street Food, Chinese, Fast Food",300.0
Sarjapur Road,"North Indian, Street Food, Mithai",300.0
Sarjapur Road,"Pizza, Fast Food",450.0
Sarjapur Road,"Pizza, Italian",600.0
Sarjapur Road,"Rajasthani, North Indian",500.0
Sarjapur Road,"Roast Chicken, Burger",300.0
Sarjapur Road,"Salad, Fast Food",600.0
Sarjapur Road,"Salad, Italian, Desserts, Pizza",1500.0
Sarjapur Road,"Sandwich, Beverages",400.0
Sarjapur Road,"Sandwich, Fast Food, Pizza",350.0
Sarjapur Road,Seafood,400.0
Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",1400.0
Sarjapur Road,"Seafood, Mangalorean",600.0
Sarjapur Road,"Seafood, South Indian",600.0
Sarjapur Road,South Indian,231.25
Sarjapur Road,"South Indian, Andhra, Biryani",500.0
Sarjapur Road,"South Indian, Biryani",275.0
Sarjapur Road,"South Indian, Burger, Fast Food",200.0
Sarjapur Road,"South Indian, Chettinad",250.0
Sarjapur Road,"South Indian, Chinese",233.33333333333334
Sarjapur Road,"South Indian, Chinese, Kebab",400.0
Sarjapur Road,"South Indian, Fast Food, Chinese, North Indian, Street Food",250.0
Sarjapur Road,"South Indian, Ice Cream",1000.0
Sarjapur Road,"South Indian, Kerala, North Indian, Chinese",500.0
Sarjapur Road,"South Indian, Mughlai",300.0
Sarjapur Road,"South Indian, North Indian",400.0
Sarjapur Road,"South Indian, North Indian, Beverages",500.0
Sarjapur Road,"South Indian, North Indian, Chinese",340.0
Sarjapur Road,"South Indian, North Indian, Chinese, Street Food",500.0
Sarjapur Road,"South Indian, North Indian, Continental, Chinese",600.0
Sarjapur Road,"South Indian, North Indian, Fast Food",500.0
Sarjapur Road,Street Food,100.0
Sarjapur Road,"Street Food, Fast Food, Mithai",250.0
Sarjapur Road,"Street Food, South Indian",150.0
Sarjapur Road,"Tamil, South Indian, North Indian, Chinese",200.0
Sarjapur Road,"Tea, Beverages",200.0
Sarjapur Road,"Tea, Beverages, Sandwich, Fast Food",300.0
Sarjapur Road,Turkish,300.0
Seshadripuram,Andhra,200.0
Seshadripuram,"Bakery, Desserts",433.3333333333333
Seshadripuram,Beverages,150.0
Seshadripuram,"Beverages, Ice Cream",200.0
Seshadripuram,Biryani,278.57142857142856
Seshadripuram,"Biryani, Chinese, Kebab, Kerala, North Indian",350.0
Seshadripuram,"Biryani, Chinese, North Indian, Mangalorean",650.0
Seshadripuram,Cafe,600.0
Seshadripuram,"Cafe, Desserts",400.0
Seshadripuram,"Cafe, Fast Food",900.0
Seshadripuram,"Chinese, North Indian, Continental",700.0
Seshadripuram,"Chinese, North Indian, South Indian",600.0
Seshadripuram,"Chinese, Rolls",400.0
Seshadripuram,"Continental, Cafe, Italian, North Indian",800.0
Seshadripuram,"Continental, Chinese",2200.0
Seshadripuram,"Continental, North Indian, Italian, Chinese",3000.0
Seshadripuram,"Desserts, Cafe",400.0
Seshadripuram,Fast Food,150.0
Seshadripuram,"Fast Food, Pizza, Sandwich",250.0
Seshadripuram,"Fast Food, Rolls",200.0
Seshadripuram,"Fast Food, Street Food, Juices",250.0
Seshadripuram,Finger Food,900.0
Seshadripuram,"Finger Food, Continental",3000.0
Seshadripuram,"Finger Food, North Indian, Chinese",1000.0
Seshadripuram,"Ice Cream, Desserts",400.0
Seshadripuram,"Japanese, Asian",2200.0
Seshadripuram,"Kerala, Mangalorean, Maharashtrian, Goan, Seafood",1200.0
Seshadripuram,"Maharashtrian, Street Food",150.0
Seshadripuram,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000.0
Seshadripuram,"Mithai, Street Food",200.0
Seshadripuram,North Indian,600.0
Seshadripuram,"North Indian, Asian, Continental",1000.0
Seshadripuram,"North Indian, Chinese",500.0
Seshadripuram,"North Indian, Chinese, Biryani",350.0
Seshadripuram,"North Indian, Chinese, Continental",1166.6666666666667
Seshadripuram,"North Indian, Chinese, Hyderabadi",650.0
Seshadripuram,"North Indian, Chinese, Seafood, South Indian",1300.0
Seshadripuram,"North Indian, Chinese, Thai, Momos",600.0
Seshadripuram,"North Indian, Desserts",250.0
Seshadripuram,"North Indian, Kashmiri, Mughlai",3700.0
Seshadripuram,"North Indian, Mughlai, Chinese",800.0
Seshadripuram,"North Indian, Mughlai, Chinese, Continental",800.0
Seshadripuram,"North Indian, South Indian",800.0
Seshadripuram,"North Indian, South Indian, Chinese",450.0
Seshadripuram,"North Indian, South Indian, Fast Food, Chinese",700.0
Seshadripuram,"North Indian, Street Food",150.0
Seshadripuram,"Seafood, Mangalorean, Chinese",500.0
Seshadripuram,South Indian,275.0
Seshadripuram,"South Indian, North Indian, Chinese",300.0
Seshadripuram,Street Food,150.0
Shanti Nagar,"American, Cafe, Chinese, Italian, Desserts",400.0
Shanti Nagar,"American, Finger Food, BBQ, Steak",1200.0
Shanti Nagar,Bakery,266.6666666666667
Shanti Nagar,"Bakery, Beverages",250.0
Shanti Nagar,"Bakery, Desserts",392.85714285714283
Shanti Nagar,"Beverages, Desserts",150.0
Shanti Nagar,"Beverages, Desserts, Juices",150.0
Shanti Nagar,"Beverages, Fast Food",170.83333333333334
Shanti Nagar,Biryani,283.3333333333333
Shanti Nagar,"Biryani, Fast Food",400.0
Shanti Nagar,"Biryani, Kebab",250.0
Shanti Nagar,"Biryani, North Indian, South Indian",200.0
Shanti Nagar,"Biryani, South Indian, Mangalorean",300.0
Shanti Nagar,Cafe,300.0
Shanti Nagar,"Cafe, Fast Food",500.0
Shanti Nagar,"Cafe, Fast Food, Pizza, Burger",550.0
Shanti Nagar,"Cafe, Italian",750.0
Shanti Nagar,Chinese,300.0
Shanti Nagar,"Chinese, Continental, Desserts, Bakery",300.0
Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",1200.0
Shanti Nagar,"Chinese, Tibetan",500.0
Shanti Nagar,"Chinese, Tibetan, North Indian",500.0
Shanti Nagar,"Continental, Italian, Chinese",1000.0
Shanti Nagar,"Continental, North Indian, Chinese",1200.0
Shanti Nagar,"Desserts, Ice Cream",300.0
Shanti Nagar,Fast Food,300.0
Shanti Nagar,"Fast Food, North Indian, Rolls",250.0
Shanti Nagar,"Italian, Fast Food, Pizza",300.0
Shanti Nagar,Japanese,1207.6923076923076
Shanti Nagar,"Modern Indian, North Indian, Pizza, Continental, Beverages",800.0
Shanti Nagar,Mughlai,600.0
Shanti Nagar,"Mughlai, North Indian, Chinese",700.0
Shanti Nagar,North Indian,408.8235294117647
Shanti Nagar,"North Indian, Chinese",500.0
Shanti Nagar,"North Indian, Chinese, Biryani",300.0
Shanti Nagar,"North Indian, Chinese, Seafood, Mangalorean",550.0
Shanti Nagar,"North Indian, Chinese, South Indian",328.57142857142856
Shanti Nagar,"North Indian, South Indian",250.0
Shanti Nagar,"Pizza, Fast Food",691.6666666666666
Shanti Nagar,"Seafood, Mangalorean, South Indian",600.0
Shanti Nagar,South Indian,219.23076923076923
Shanti Nagar,"South Indian, Beverages",100.0
Shanti Nagar,"South Indian, Chinese",450.0
Shanti Nagar,"South Indian, Chinese, Biryani",600.0
Shanti Nagar,"South Indian, Chinese, North Indian",300.0
Shanti Nagar,"South Indian, Chinese, Sandwich",150.0
Shanti Nagar,"South Indian, Fast Food",150.0
Shanti Nagar,"South Indian, Fast Food, Street Food",400.0
Shanti Nagar,"South Indian, North Indian",200.0
Shanti Nagar,"South Indian, North Indian, Chinese",308.3333333333333
Shanti Nagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Shanti Nagar,"South Indian, North Indian, Coffee, Juices, Tea",100.0
Shanti Nagar,"South Indian, North Indian, Fast Food",415.38461538461536
Shanti Nagar,"Street Food, Fast Food",250.0
Shivajinagar,"Arabian, North Indian, Fast Food",300.0
Shivajinagar,Bakery,100.0
Shivajinagar,"Bakery, Desserts",350.0
Shivajinagar,"Beverages, Desserts",150.0
Shivajinagar,"Beverages, Desserts, Juices",150.0
Shivajinagar,"Beverages, Juices",100.0
Shivajinagar,Biryani,258.62068965517244
Shivajinagar,Cafe,231.8181818181818
Shivajinagar,"Cafe, Bakery",400.0
Shivajinagar,"Chinese, Fast Food",250.0
Shivajinagar,Ice Cream,200.0
Shivajinagar,Mithai,200.0
Shivajinagar,"Mughlai, Chinese",700.0
Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0
Shivajinagar,North Indian,157.14285714285714
Shivajinagar,"North Indian, Beverages, Fast Food",300.0
Shivajinagar,"North Indian, Biryani",252.17391304347825
Shivajinagar,"North Indian, Chinese",363.5135135135135
Shivajinagar,"North Indian, Chinese, Arabian, Rolls",350.0
Shivajinagar,"North Indian, Chinese, Biryani",300.0
Shivajinagar,"North Indian, Chinese, Biryani, Kebab, Juices",800.0
Shivajinagar,"North Indian, Chinese, Kebab",300.0
Shivajinagar,"North Indian, Chinese, Kerala, Arabian",400.0
Shivajinagar,"North Indian, Chinese, Mughlai",640.0
Shivajinagar,"North Indian, Chinese, South Indian",400.0
Shivajinagar,"North Indian, Fast Food",200.0
Shivajinagar,"North Indian, Fast Food, Chinese",600.0
Shivajinagar,"North Indian, Lucknowi",1300.0
Shivajinagar,"North Indian, South Indian, Chinese",450.0
Shivajinagar,South Indian,200.0
Shivajinagar,"South Indian, Chinese",325.0
Shivajinagar,"South Indian, Chinese, Juices, Street Food",200.0
Shivajinagar,"South Indian, Juices",200.0
Shivajinagar,"South Indian, North Indian",618.1818181818181
Shivajinagar,"South Indian, North Indian, Chinese",283.3333333333333
Shivajinagar,"South Indian, North Indian, Chinese, Street Food",200.0
Shivajinagar,"South Indian, Street Food, Beverages, Desserts",250.0
Shivajinagar,Street Food,150.0
Shivajinagar,"Street Food, Desserts",200.0
South Bangalore,BBQ,200.0
South Bangalore,"BBQ, Chinese",200.0
South Bangalore,"Beverages, Desserts, Fast Food",250.0
South Bangalore,Biryani,420.0
South Bangalore,Burger,750.0
South Bangalore,Chinese,200.0
South Bangalore,"Chinese, Rolls, Biryani, Momos",300.0
South Bangalore,"Chinese, Street Food",300.0
South Bangalore,Fast Food,200.0
South Bangalore,"Fast Food, Burger, Desserts, Cafe",300.0
South Bangalore,"Fast Food, Desserts",300.0
South Bangalore,"Fast Food, North Indian",450.0
South Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
South Bangalore,"Healthy Food, North Indian",300.0
South Bangalore,Ice Cream,100.0
South Bangalore,"Ice Cream, Desserts",416.6666666666667
South Bangalore,"Mughlai, Arabian, BBQ",200.0
South Bangalore,North Indian,500.0
South Bangalore,"North Indian, Chinese",600.0
South Bangalore,"North Indian, Hyderabadi, Chinese",650.0
South Bangalore,"North Indian, Rajasthani",250.0
South Bangalore,"Pizza, Fast Food, BBQ",400.0
South Bangalore,South Indian,180.0
South Bangalore,"Thai, Momos",400.0
St. Marks Road,"American, BBQ",2500.0
St. Marks Road,"Andhra, Chinese, North Indian",800.0
St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0
St. Marks Road,"Bihari, North Indian, Fast Food",250.0
St. Marks Road,Biryani,300.0
St. Marks Road,"Biryani, Chinese, Fast Food, North Indian",400.0
St. Marks Road,"Biryani, Fast Food",400.0
St. Marks Road,"Biryani, Kerala, Seafood, South Indian",800.0
St. Marks Road,"Burger, Fast Food",500.0
St. Marks Road,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0
St. Marks Road,"Cafe, American, Burger, Steak",900.0
St. Marks Road,"Cafe, Chinese",500.0
St. Marks Road,"Continental, American",750.0
St. Marks Road,"Continental, Chinese, North Indian, Finger Food",1300.0
St. Marks Road,"Desserts, Ice Cream",400.0
St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad",1400.0
St. Marks Road,"Fast Food, North Indian",400.0
St. Marks Road,"Fast Food, Tea, Beverages",300.0
St. Marks Road,Finger Food,600.0
St. Marks Road,"Ice Cream, Beverages",200.0
St. Marks Road,"Ice Cream, Desserts",150.0
St. Marks Road,"Italian, Fast Food",800.0
St. Marks Road,"Juices, Fast Food",150.0
St. Marks Road,"Mediterranean, Italian, Asian",1200.0
St. Marks Road,Modern Indian,1900.0
St. Marks Road,"North Indian, Asian, Mediterranean",1000.0
St. Marks Road,"North Indian, Chinese",700.0
St. Marks Road,"North Indian, Chinese, Fast Food",540.9090909090909
St. Marks Road,"North Indian, Continental",1200.0
St. Marks Road,"North Indian, Mughlai, Hyderabadi",1400.0
St. Marks Road,"North Indian, Street Food",300.0
St. Marks Road,"Seafood, Fast Food",400.0
St. Marks Road,"Seafood, Konkan, Mangalorean",850.0
St. Marks Road,South Indian,300.0
St. Marks Road,"South Indian, Biryani",450.0
St. Marks Road,"South Indian, North Indian, Chinese",400.0
St. Marks Road,"South Indian, North Indian, Chinese, Beverages",700.0
St. Marks Road,"Street Food, Rolls",200.0
Thippasandra,"American, Continental",200.0
Thippasandra,"Andhra, Biryani",400.0
Thippasandra,"Andhra, Chinese, North Indian, Biryani",600.0
Thippasandra,"Arabian, BBQ, Mexican",300.0
Thippasandra,"Arabian, Rolls",300.0
Thippasandra,"Bakery, Desserts",466.6666666666667
Thippasandra,"Bengali, Chinese, Seafood",300.0
Thippasandra,"Beverages, Juices",150.0
Thippasandra,Biryani,200.0
Thippasandra,"Biryani, Kebab",200.0
Thippasandra,"Biryani, South Indian",250.0
Thippasandra,Cafe,400.0
Thippasandra,"Cafe, Chinese, South Indian",150.0
Thippasandra,Chinese,400.0
Thippasandra,"Chinese, Momos",350.0
Thippasandra,"Chinese, North Indian",300.0
